item_id,url
51134,https://prod-mv-user-files-upload.s3.eu-central-1.amazonaws.com/aa9e62e5-b5ea-4e29-91b1-ac2ee378a904/pinhole_200um_ALTERNATIVE.STEP?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3OVMNCEIG5ZSNPGG%2F20240426%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20240426T144258Z&X-Amz-Expires=604800&X-Amz-Signature=5d53837d85676b7476ca848e4f71077c6851b018e3a5072766f2e2829ee7fd08&X-Amz-SignedHeaders=host&response-content-type=application%2Foctet-stream&x-id=GetObject
50173,https://prod-mv-user-files-upload.s3.eu-central-1.amazonaws.com/aa9e62e5-b5ea-4e29-91b1-ac2ee378a904/pinhole_200um_ALTERNATIVE.STEP?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3OVMNCEIG5ZSNPGG%2F20240426%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20240426T144258Z&X-Amz-Expires=604800&X-Amz-Signature=5d53837d85676b7476ca848e4f71077c6851b018e3a5072766f2e2829ee7fd08&X-Amz-SignedHeaders=host&response-content-type=application%2Foctet-stream&x-id=GetObject
119410,https://prod-mv-user-files-upload.s3.eu-central-1.amazonaws.com/3ed294b3-537c-4a28-b743-296f0168b06a/3D_Printer_Parts_rev4_501_Pod_Gondula_rev4_.step?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3OVMNCEIG5ZSNPGG%2F20250328%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20250328T140453Z&X-Amz-Expires=604800&X-Amz-Signature=d6ea54846abb9c63aa3196f4528ce933747883d5ae2db12e1e06a247d109d846&X-Amz-SignedHeaders=host&response-content-type=application%2Foctet-stream&x-id=GetObject
116251,https://prod-mv-user-files-upload.s3.eu-central-1.amazonaws.com/4032fbf3-6b8d-4c05-abf5-9916da249d38/CV016_001_02_Formbacke_IPT_50mm.stp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3OVMNCEIG5ZSNPGG%2F20250327%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20250327T175445Z&X-Amz-Expires=604800&X-Amz-Signature=1b9fbb534ca5b62ea29dc531191b31274fee2643a9159da9fc0690280fabc584&X-Amz-SignedHeaders=host&response-content-type=application%2Foctet-stream&x-id=GetObject
116252,https://prod-mv-user-files-upload.s3.eu-central-1.amazonaws.com/4db852f3-1000-45d5-9e16-8ab4cf836398/CV016_002_02_Formbacke_unten_IPT_50mm.stp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3OVMNCEIG5ZSNPGG%2F20250327%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20250327T175445Z&X-Amz-Expires=604800&X-Amz-Signature=d37f7eee65383a2f88fca8ec551425fa53505d88bedb8b0ad614f79f374b21f9&X-Amz-SignedHeaders=host&response-content-type=application%2Foctet-stream&x-id=GetObject
116253,https://prod-mv-user-files-upload.s3.eu-central-1.amazonaws.com/1d5089b9-10e2-42ed-927d-ac4396246cf2/CV016_006_02_Formbacke_IPT_50mm_mit_Steg.stp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3OVMNCEIG5ZSNPGG%2F20250327%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20250327T175445Z&X-Amz-Expires=604800&X-Amz-Signature=9f6056fc6a64db6047c072060ffb8fff2e04d5770f00001e4fc3676ea2c5540a&X-Amz-SignedHeaders=host&response-content-type=application%2Foctet-stream&x-id=GetObject
125520,https://prod-mv-user-files-upload.s3.eu-central-1.amazonaws.com/d9f9f8a1-641a-49c0-b6d7-13e4f8cbbed9/BGE_2_Bruecke_1.stp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3OVMNCEIG5ZSNPGG%2F20250503%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20250503T101926Z&X-Amz-Expires=604800&X-Amz-Signature=4c0deeb03cd2129f317b15e966c6620a12e54bf5d24d3d9acb60457f8b26f183&X-Amz-SignedHeaders=host&response-content-type=application%2Foctet-stream&x-id=GetObject
125521,https://prod-mv-user-files-upload.s3.eu-central-1.amazonaws.com/7446b67f-0a56-4de2-a418-50d5fa4ef0c0/BGE_2_Bruecke_2.stp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3OVMNCEIG5ZSNPGG%2F20250503%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20250503T101926Z&X-Amz-Expires=604800&X-Amz-Signature=0848e8897a92bbefcd0ae486e84c74b594172e3f781e85e894c4d19fe853aae6&X-Amz-SignedHeaders=host&response-content-type=application%2Foctet-stream&x-id=GetObject
125522,https://prod-mv-user-files-upload.s3.eu-central-1.amazonaws.com/130aedf9-cc93-4957-993f-fe55ad3e00b7/BGE_2_Bruecke_Fl.stp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3OVMNCEIG5ZSNPGG%2F20250503%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20250503T101926Z&X-Amz-Expires=604800&X-Amz-Signature=6bff7e76b4ac772a5f5b34da03116818ff249b608907f3311cfd54adce4b7441&X-Amz-SignedHeaders=host&response-content-type=application%2Foctet-stream&x-id=GetObject
125523,https://prod-mv-user-files-upload.s3.eu-central-1.amazonaws.com/3b218456-5acf-4a1d-a291-4006438ce0de/BGE_2_Bruecke_Winkel.stp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3OVMNCEIG5ZSNPGG%2F20250503%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20250503T101926Z&X-Amz-Expires=604800&X-Amz-Signature=b7887d19b103810a77ad7816392594672a6c6402ced7255e7db326f4c3c7335e&X-Amz-SignedHeaders=host&response-content-type=application%2Foctet-stream&x-id=GetObject
125524,https://prod-mv-user-files-upload.s3.eu-central-1.amazonaws.com/60557a81-19a6-41cf-9abc-ab24d615198e/BGE_1_Fuehrungsblock_1.stp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3OVMNCEIG5ZSNPGG%2F20250503%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20250503T101926Z&X-Amz-Expires=604800&X-Amz-Signature=a9229ae00364314ae20d50056f04907b45549246eace0bcdd64cc40c71ebbfc7&X-Amz-SignedHeaders=host&response-content-type=application%2Foctet-stream&x-id=GetObject
125527,https://prod-mv-user-files-upload.s3.eu-central-1.amazonaws.com/0476c06f-72d3-46c8-9fc9-b3b40e7a354f/MakerVerse_Sample.step?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3OVMNCEIG5ZSNPGG%2F20250503%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20250503T121359Z&X-Amz-Expires=604800&X-Amz-Signature=ae7613bc85cb014e2629795343b595cda379c50bf81e48044b4f5f42ee158795&X-Amz-SignedHeaders=host&response-content-type=application%2Foctet-stream&x-id=GetObject
125529,https://prod-mv-user-files-upload.s3.eu-central-1.amazonaws.com/70110dfb-ee4c-4c4e-9380-ad4cff94824f/MakerVerse_Sample.step?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3OVMNCEIG5ZSNPGG%2F20250503%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20250503T124345Z&X-Amz-Expires=604800&X-Amz-Signature=149ce9826039deee6904b3c6f438c5804052dd922dbabab70ca647bbf17a70e7&X-Amz-SignedHeaders=host&response-content-type=application%2Foctet-stream&x-id=GetObject
125533,https://prod-mv-user-files-upload.s3.eu-central-1.amazonaws.com/0c84e20f-3511-4f67-beb2-3b873d72678c/Punzon_Rebordear_Cubo_Disco.step?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3OVMNCEIG5ZSNPGG%2F20250503%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20250503T125602Z&X-Amz-Expires=604800&X-Amz-Signature=00f38a859ccb8e6cd6210f8aa48dc03367178f8cb47f2a0dcbf1a6343d104d92&X-Amz-SignedHeaders=host&response-content-type=application%2Foctet-stream&x-id=GetObject
